"cpc_subclass","year","appearance_count","appearance_count_log","alt_count","alt_log","group_count","group_log","yearly_degree","cumulative_degree","yearly_degree_log","cumulative_degree_log","degree","closeness","betweenness","eigenvector","degree_log","closeness_log","betweenness_log","eigenvector_log","funded_count","funded_log","log_economic_output","section","class","closeness_sqrt","eigenvector_sqrt","alt_sqrt"
"B60T",2009,640,6.46302945692067,18,2.94443897916644,580,6.36475075685191,71,401,4.27666611901606,5.99645208861902,142,0,701.280885090132,0.0418863206249343,4.96284463025991,0,6.55433344520968,0.0410328400907024,73,4.30406509320417,15.148159020381,"B","B60",0,0.204661478116753,4.24264068711928
"B60V",2009,6,1.94591014905531,18,2.94443897916644,25,3.25809653802148,1,15,0.693147180559945,2.77258872223978,2,0,0,0.00045210378304164,1.09861228866811,0,0,0.000452001614918863,34,3.55534806148941,15.2855258382575,"B","B60",0,0.0212627322572063,4.24264068711928
"B60W",2009,1498,7.3125534981026,18,2.94443897916644,686,6.53233429222235,59,282,4.0943445622221,5.64544689764324,118,0,204.492144847114,0.0344261908293465,4.77912349311153,0,5.32540780861746,0.0338468679822572,182,5.20948615284142,15.3225907750928,"B","B60",0,0.18554296221993,4.24264068711928
"B61B",2009,37,3.63758615972639,8,2.19722457733622,59,4.0943445622221,21,71,3.09104245335832,4.27666611901606,42,0,173.576928999753,0.00903681218950956,3.76120011569356,0,5.16236549836175,0.0089962245409475,9,2.30258509299405,14.8353662658654,"B","B61",0,0.0950621490894749,2.82842712474619
"B61C",2009,13,2.63905732961526,8,2.19722457733622,62,4.14313472639153,8,46,2.19722457733622,3.85014760171006,16,0,7.90673871791854,0.00377131437915242,2.83321334405622,0,2.18680814955428,0.00376422080222458,3,1.38629436111989,14.4061344293747,"B","B61",0,0.0614110281557997,2.82842712474619
"B61D",2009,85,4.45434729625351,8,2.19722457733622,160,5.08140436498446,22,136,3.13549421592915,4.91998092582813,44,0,136.173013661211,0.0102410278309035,3.80666248977032,0,4.92124300251369,0.0101889437995707,11,2.484906649788,13.5684802255403,"B","B61",0,0.101197963570931,2.82842712474619
"B61F",2009,49,3.91202300542815,8,2.19722457733622,94,4.55387689160054,7,39,2.07944154167984,3.68887945411394,14,0,8.75623696343906,0.00208202824225311,2.70805020110221,0,2.27790676905409,0.00207986382518333,0,0,13.8233792344546,"B","B61",0,0.0456292476625805,2.82842712474619
"B61G",2009,26,3.29583686600433,8,2.19722457733622,71,4.27666611901606,7,32,2.07944154167984,3.49650756146648,14,0,2.38528112225688,0.00382287387574164,2.70805020110221,0,1.21943695232702,0.00381558526313213,2,1.09861228866811,13.6924416673835,"B","B61",0,0.0618293932991554,2.82842712474619
"B61H",2009,11,2.484906649788,8,2.19722457733622,51,3.95124371858143,4,18,1.6094379124341,2.94443897916644,8,0,0.11742027018691,0.00188192684060232,2.19722457733622,0,0.111022698371403,0.00188015823486237,3,1.38629436111989,13.8019142709124,"B","B61",0,0.0433811807193202,2.82842712474619
"B61J",2009,1,0.693147180559945,8,2.19722457733622,14,2.70805020110221,1,7,0.693147180559945,2.07944154167984,2,0,0,0.00059799974150203,1.09861228866811,0,0,0.000597821010906918,0,0,13.682542440691,"B","B61",0,0.0244540332358904,2.82842712474619
"B61K",2009,21,3.09104245335832,8,2.19722457733622,30,3.43398720448515,9,63,2.30258509299405,4.15888308335967,18,0,32.6568312593348,0.00438712190753673,2.94443897916644,0,3.51621604467987,0.00437752654201031,15,2.77258872223978,13.5684802255403,"B","B61",0,0.0662353523998833,2.82842712474619
"B61L",2009,85,4.45434729625351,8,2.19722457733622,261,5.5683445037611,18,118,2.94443897916644,4.77912349311153,36,0,75.2152656900226,0.0119729633252885,3.61091791264422,0,4.3335617797672,0.0119018544266622,36,3.61091791264422,13.5684802255403,"B","B61",0,0.109421036941205,2.82842712474619
"B62B",2009,395,5.98141421125448,7,2.07944154167984,406,6.00881318544259,70,327,4.26267987704132,5.79301360838414,140,0,617.006409987749,0.035727626960292,4.94875989037817,0,6.42649882955236,0.0351042009313486,23,3.17805383034795,15.2787020643981,"B","B62",0,0.189017530827942,2.64575131106459
"B62C",2009,3,1.38629436111989,7,2.07944154167984,13,2.63905732961526,1,2,0.693147180559945,1.09861228866811,2,0,0,0.000191713767537709,1.09861228866811,0,0,0.000191695392801884,0,0,15.3225907750928,"B","B62",0,0.0138460740839311,2.64575131106459
"B62D",2009,1587,7.37023064180708,7,2.07944154167984,560,6.3297209055227,111,618,4.71849887129509,6.4281052726846,222,0,3240.81928562851,0.0570597896111735,5.40717177146012,0,8.08388995910983,0.0554912706726097,376,5.93224518744801,15.2431439136544,"B","B62",0,0.238871910469133,2.64575131106459
"B62H",2009,45,3.8286413964891,7,2.07944154167984,40,3.71357206670431,13,74,2.63905732961526,4.31748811353631,26,0,6.7439576447619,0.00650651518891887,3.29583686600433,0,2.04691288053291,0.00648543919043845,0,0,15.2593818220579,"B","B62",0,0.0806629728494981,2.64575131106459
"B62J",2009,259,5.56068163101553,7,2.07944154167984,175,5.17048399503815,52,238,3.97029191355212,5.47646355193151,104,0,191.732406137809,0.0341078380584152,4.65396035015752,0,5.26130273013367,0.0335390627743186,3,1.38629436111989,15.2739000867725,"B","B62",0,0.184683074639814,2.64575131106459
"B62K",2009,471,6.15697898558556,7,2.07944154167984,147,4.99721227376411,41,230,3.73766961828337,5.44241771052179,82,0,137.976293096948,0.0242675018338495,4.4188406077966,0,4.93430336532546,0.0239777247617293,4,1.6094379124341,15.3017685972329,"B","B62",0,0.1557802998901,2.64575131106459
"B62L",2009,34,3.55534806148941,7,2.07944154167984,30,3.43398720448515,9,40,2.30258509299405,3.71357206670431,18,0,1.68829380877585,0.00429472448606052,2.94443897916644,0,0.988906720547735,0.00428552847700344,2,1.09861228866811,15.2532926959925,"B","B62",0,0.0655341474809928,2.64575131106459
"B62M",2009,191,5.25749537202778,7,2.07944154167984,137,4.92725368515721,33,159,3.52636052461616,5.07517381523383,66,0,93.2074282321948,0.0190718488710662,4.20469261939097,0,4.54549903444145,0.018892260951267,3,1.38629436111989,15.2997829114803,"B","B62",0,0.138100864845468,2.64575131106459
"B63B",2009,455,6.12249280951439,4,1.6094379124341,703,6.55677835615804,85,488,4.45434729625351,6.19236248947487,170,0,1182.12611877956,0.0455603609487761,5.14166355650266,0,7.07591546757714,0.0445529722695279,609,6.41345895716736,15.2594062827753,"B","B63",0,0.213448731429297,2
"B63C",2009,106,4.67282883446191,4,1.6094379124341,170,5.14166355650266,45,197,3.8286413964891,5.28826703069454,90,0,413.248516654625,0.0197402060533741,4.51085950651685,0,6.02646607550274,0.0195478949069668,170,5.14166355650266,15.1805856647746,"B","B63",0,0.140499843606227,2
"B63G",2009,33,3.52636052461616,4,1.6094379124341,57,4.06044301054642,16,100,2.83321334405622,4.61512051684126,32,0,57.1950618976772,0.00730024415417342,3.49650756146648,0,4.06380050401872,0.00727372635123364,421,6.04500531403601,15.0989552024756,"B","B63",0,0.0854414662454561,2
"B63H",2009,337,5.82304589548302,4,1.6094379124341,360,5.88887795833288,44,257,3.80666248977032,5.55295958492162,88,0,244.959043816673,0.0224465189880389,4.48863636973214,0,5.5051650335215,0.022198303398732,185,5.2257466737132,15.1313614967307,"B","B63",0,0.149821623900019,2
"B63J",2009,25,3.25809653802148,4,1.6094379124341,31,3.46573590279973,16,119,2.83321334405622,4.78749174278205,32,0,6.75923277637215,0.010588672000326,3.49650756146648,0,2.04888346028306,0.0105330046305067,14,2.70805020110221,15.1544087433047,"B","B63",0,0.10290127307437,2
"B64B",2009,21,3.09104245335832,5,1.79175946922805,38,3.66356164612965,5,56,1.79175946922805,4.04305126783455,10,0,1.60287948847832,0.00207733302413755,2.39789527279837,0,0.956618327775228,0.00207517835135686,46,3.85014760171006,15.3225906750927,"B","B64",0,0.0455777689684077,2.23606797749979
"B64C",2009,515,6.24610676548156,5,1.79175946922805,467,6.14846829591765,70,399,4.26267987704132,5.99146454710798,140,0,1673.16461483912,0.0408931961049997,4.94875989037817,0,7.42306958243882,0.0400791869678211,1429,7.26542972325395,15.3066297747146,"B","B64",0,0.202220661914157,2.23606797749979
"B64D",2009,460,6.13339804299665,5,1.79175946922805,351,5.8636311755981,105,511,4.66343909411207,6.23832462503951,210,0,1844.35506045318,0.0606585883708274,5.35185813347607,0,7.52042698264959,0.0588900249747615,1023,6.93147180559945,15.2931141900007,"B","B64",0,0.246289643247189,2.23606797749979
"B64F",2009,103,4.64439089914137,5,1.79175946922805,64,4.17438726989564,49,239,3.91202300542815,5.48063892334199,98,0,524.341376218122,0.0279926631380729,4.59511985013459,0,6.26404829169239,0.0276080299822838,212,5.36129216570943,15.3225907750928,"B","B64",0,0.167310080802302,2.23606797749979
"B64G",2009,191,5.25749537202778,5,1.79175946922805,137,4.92725368515721,28,198,3.36729582998647,5.29330482472449,56,0,239.69694279803,0.0177742299195052,4.04305126783455,0,5.48353864341227,0.0176181154567947,1019,6.92755790627832,15.3019650207729,"B","B64",0,0.133320028200962,2.23606797749979
"B64U",2009,27,3.3322045101752,5,1.79175946922805,163,5.0998664278242,9,50,2.30258509299405,3.93182563272433,18,0,2.14351170082427,0.00619094095087607,2.94443897916644,0,1.14534055106223,0.00617185580544827,179,5.19295685089021,NA,"B","B64",0,0.0786825326923077,2.23606797749979
"B65B",2009,804,6.69084227741856,5,1.79175946922805,698,6.54965074223381,81,458,4.40671924726425,6.12905021006055,162,0,1383.99809482759,0.047815551627825,5.09375020080676,0,7.23345404304474,0.0467075700538415,40,3.71357206670431,15.3225907750928,"B","B65",0,0.218667673943418,2.23606797749979
"B65C",2009,55,4.02535169073515,5,1.79175946922805,207,5.33753807970132,12,77,2.56494935746154,4.35670882668959,24,0,4.90410716736155,0.00968391175105404,3.2188758248682,0,1.77564823878681,0.00963732320906346,4,1.6094379124341,15.3225906750927,"B","B65",0,0.098406868414019,2.23606797749979
"B65D",2009,2249,7.71868549519847,5,1.79175946922805,3227,8.07961802938984,172,875,5.15329159449778,6.77536609093639,344,0,6958.96203585389,0.0916155738681046,5.84354441703136,0,8.8479292986949,0.0876587767602631,226,5.4249500174814,15.3225907750928,"B","B65",0,0.302680646669232,2.23606797749979
"B65F",2009,130,4.87519732320115,5,1.79175946922805,261,5.5683445037611,34,164,3.55534806148941,5.10594547390058,68,0,168.838355630047,0.016295560267157,4.23410650459726,0,5.13484713547135,0.0161642126261704,11,2.484906649788,15.3225907750928,"B","B65",0,0.127654064828179,2.23606797749979
"B65G",2009,838,6.73221070646721,5,1.79175946922805,1141,7.04053639021596,144,632,4.97673374242057,6.45047042214418,288,0,5454.06068927588,0.0731229943133634,5.66642668811243,0,8.60429902364541,0.0705730836529357,95,4.56434819146784,15.3225907750928,"B","B65",0,0.270412637118466,2.23606797749979
"B65H",2009,1784,7.48717369421374,5,1.79175946922805,2948,7.98922140881528,114,626,4.74493212836325,6.44094654063292,228,0,4525.85648362922,0.0627520463845167,5.43372200355424,0,8.41778304462047,0.0608618138107936,96,4.57471097850338,15.3225907750928,"B","B65",0,0.250503585572176,2.23606797749979
"B66B",2009,306,5.7268477475872,3,1.38629436111989,384,5.95324333428778,21,133,3.09104245335832,4.89783979995091,42,0,67.5352336608907,0.0111064083476819,3.76120011569356,0,4.22734797304341,0.0110451850910585,5,1.79175946922805,15.3225907750928,"B","B66",0,0.105386945812477,1.73205080756888
"B66C",2009,183,5.21493575760899,3,1.38629436111989,303,5.71702770140622,40,232,3.71357206670431,5.4510384535657,80,0,187.19498718158,0.0192491520828765,4.39444915467244,0,5.23747859120452,0.0190662308138889,120,4.79579054559674,15.2830582693383,"B","B66",0,0.138741313540259,1.73205080756888
"B66D",2009,149,5.01063529409626,3,1.38629436111989,123,4.82028156560504,30,112,3.43398720448515,4.72738781871234,60,0,113.451881080702,0.0163223849582606,4.11087386417331,0,4.74015448209315,0.0161906068545281,40,3.71357206670431,15.1809167973904,"B","B66",0,0.127759089532842,1.73205080756888
"B66F",2009,171,5.14749447681345,3,1.38629436111989,165,5.11198778835654,54,275,4.00733318523247,5.62040086571715,108,0,223.352034980436,0.0277315386022277,4.69134788222914,0,5.41321640294219,0.0273539837079551,51,3.95124371858143,15.3225907750928,"B","B66",0,0.166527891364263,1.73205080756888
"B67B",2009,57,4.06044301054642,2,1.09861228866811,119,4.78749174278205,14,86,2.70805020110221,4.46590811865458,28,0,16.6869272306107,0.00996786101056303,3.36729582998647,0,2.87282579215747,0.00991850956525561,10,2.39789527279837,15.3225906750927,"B","B67",0,0.099839175730587,1.4142135623731
"B67C",2009,26,3.29583686600433,2,1.09861228866811,112,4.72738781871234,8,51,2.19722457733622,3.95124371858143,16,0,1.50581323623156,0.00621831706691469,2.83321334405622,0,0.918613327053197,0.00619906311025605,0,0,15.3225907750928,"B","B67",0,0.0788563064498629,1.4142135623731
"B67D",2009,244,5.50125821054473,2,1.09861228866811,550,6.31173480915291,48,226,3.89182029811063,5.4249500174814,96,0,414.317640219696,0.0283330815109942,4.57471097850338,0,6.02904362558269,0.0279391238052511,22,3.13549421592915,15.3225907750928,"B","B67",0,0.168324334280561,1.4142135623731
"B68B",2009,17,2.89037175789616,3,1.38629436111989,29,3.40119738166216,24,76,3.2188758248682,4.34380542185368,48,0,1225.65593257468,0.0173406836806581,3.89182029811063,0,7.11204699183811,0.017192049840049,1,0.693147180559945,15.3225907750928,"B","B68",0,0.131684029709977,1.73205080756888
"B68C",2009,22,3.13549421592915,3,1.38629436111989,40,3.71357206670431,23,77,3.17805383034795,4.35670882668959,46,0,1.65593257467993,0.0173385873233991,3.85014760171006,0,0.976795845252772,0.0171899892133068,1,0.693147180559945,15.3225907750928,"B","B68",0,0.131676069668711,1.73205080756888
"B68G",2009,8,2.19722457733622,3,1.38629436111989,35,3.58351893845611,8,38,2.19722457733622,3.66356164612965,16,0,0.625131797683459,0.00555128633542562,2.83321334405622,0,0.485588918759509,0.00553593473332431,0,0,15.3225907750928,"B","B68",0,0.0745069549466734,1.73205080756888
"B81B",2009,194,5.27299955856375,1,0.693147180559945,176,5.17614973257383,52,254,3.97029191355212,5.54126354515843,104,0,117.547142859091,0.0400593436157033,4.65396035015752,0,4.77531071149633,0.0392777726943002,391,5.97126183979046,15.3225908750928,"B","B81",0,0.200148304054027,1
"B81C",2009,332,5.80814248998044,1,0.693147180559945,270,5.6021188208797,71,334,4.27666611901606,5.81413053182507,142,0,1091.36351111485,0.0499424006774303,4.96284463025991,0,6.99609898654703,0.0487353061670739,688,6.53524127101366,15.3225908750928,"B","B81",0,0.223477964635063,1
"B82B",2009,14,2.70805020110221,1,0.693147180559945,29,3.40119738166216,16,90,2.83321334405622,4.51085950651685,32,0,3.20857059464833,0.0126411839596957,3.49650756146648,0,1.43712306383042,0.0125619512254196,135,4.91265488573605,15.3225907750928,"B","B82",0,0.112433019881598,1
"B82Y",2009,3046,8.02191277898571,1,0.693147180559945,9,2.30258509299405,201,970,5.30826769740121,6.87832646829133,402,0,5918.65885312019,0.117148848848377,5.99893656194668,0,8.68603410005547,0.110779768906787,5603,8.6312359074569,15.3225907750928,"B","B82",0,0.34227014016472,1
"C01B",2009,1403,7.24708058458576,5,1.79175946922805,1148,7.04664727784876,153,713,5.03695260241363,6.57088296233958,306,0,4428.3087764423,0.0806289414005106,5.7268477475872,0,8.39599881845906,0.0775432247829578,3136,8.05102220819068,15.3225907750928,"C","C01",0,0.283952357624498,2.23606797749979
"C01C",2009,20,3.04452243772342,5,1.79175946922805,81,4.40671924726425,15,77,2.77258872223978,4.35670882668959,30,0,7.85149189455052,0.00699411959348213,3.43398720448515,0,2.18058602046798,0.00696977418956596,107,4.68213122712422,15.3225907750928,"C","C01",0,0.0836308531194207,2.23606797749979
"C01D",2009,37,3.63758615972639,5,1.79175946922805,86,4.46590811865458,26,90,3.29583686600433,4.51085950651685,52,0,47.51644571381,0.0147168268911167,3.97029191355212,0,3.88190282734915,0.0146095852846652,99,4.60517018598809,15.102983895287,"C","C01",0,0.121312929612291,2.23606797749979
"C01F",2009,132,4.89034912822175,5,1.79175946922805,192,5.26269018890489,57,236,4.06044301054642,5.46806014113513,114,0,181.084966726863,0.037494732741781,4.74493212836325,0,5.20447342828377,0.0368088962344371,255,5.54517744447956,14.9595897424804,"C","C01",0,0.193635566830531,2.23606797749979
"C01G",2009,627,6.4425401664682,5,1.79175946922805,285,5.65599181081985,67,341,4.21950770517611,5.8348107370626,134,0,210.349194246748,0.0459267559221398,4.90527477843843,0,5.35351171459365,0.0449033401720182,884,6.78558764500793,15.2454258433696,"C","C01",0,0.214305286733995,2.23606797749979
"C02F",2009,949,6.85646198459459,0,0,523,6.26149168432104,119,595,4.78749174278205,6.39024066706535,238,0,2503.13514371042,0.0620647725535412,5.47646355193151,0,7.82569870189396,0.0602149120648947,1047,6.95463886488099,13.9217184044168,"C","C02",0,0.249128024424273,0
"C03B",2009,431,6.06842558824411,1,0.693147180559945,855,6.75227037614174,56,308,4.04305126783455,5.73334127689775,112,0,295.510024774,0.0395864871241455,4.72738781871234,0,5.69208102823384,0.0388230255515731,274,5.61677109766657,15.2683073500127,"C","C03",0,0.198963532146334,1
"C03C",2009,1212,7.10085190894405,1,0.693147180559945,590,6.3818160174061,99,528,4.60517018598809,6.2709884318583,198,0,775.737765762743,0.0656662343417705,5.29330482472449,0,6.65510279760228,0.0636001757245928,627,6.4425401664682,15.3225907750928,"C","C03",0,0.256254237705,1
"C04B",2009,2319,7.74932246466036,0,0,1952,7.57712193087668,148,766,5.00394630594546,6.64248680136726,296,0,2511.39348706103,0.0831163600039052,5.6937321388027,0,7.82899115825917,0.0798424045408851,2027,7.61480536471107,15.3225907750928,"C","C04",0,0.288299080823899,0
"C05B",2009,14,2.70805020110221,4,1.6094379124341,26,3.29583686600433,18,39,2.94443897916644,3.68887945411394,36,0,15.5669103403582,0.00841218244107222,3.61091791264422,0,2.80740735299983,0.0083769972196532,46,3.85014760171006,15.2979934869107,"C","C05",0,0.0917179504844729,2
"C05C",2009,16,2.83321334405622,4,1.6094379124341,14,2.70805020110221,18,48,2.94443897916644,3.89182029811063,36,0,14.654626296759,0.00801540351515093,3.61091791264422,0,2.75076648331868,0.00798345079745024,45,3.8286413964891,15.3225907750928,"C","C05",0,0.0895287859582097,2
"C05D",2009,15,2.77258872223978,4,1.6094379124341,11,2.484906649788,14,68,2.70805020110221,4.23410650459726,28,0,5.52498619556309,0.00603785730240329,3.36729582998647,0,1.875638837584,0.00601970248282325,31,3.46573590279973,14.7110833409937,"C","C05",0,0.0777036505088615,2
"C05F",2009,72,4.29045944114839,4,1.6094379124341,54,4.00733318523247,34,176,3.55534806148941,5.17614973257383,68,0,196.830941474938,0.0158945635587155,4.23410650459726,0,5.28741283503863,0.0157695677462996,51,3.95124371858143,14.4380946907677,"C","C05",0,0.126073643394309,2
"C05G",2009,29,3.40119738166216,4,1.6094379124341,27,3.3322045101752,25,106,3.25809653802148,4.67282883446191,50,0,60.790262469448,0.0135796998879043,3.93182563272433,0,4.12374578682965,0.0134883220893334,59,4.0943445622221,15.202245675639,"C","C05",0,0.116531969381386,2
"C06B",2009,36,3.61091791264422,3,1.38629436111989,129,4.86753445045558,13,106,2.63905732961526,4.67282883446191,26,0,176.91127160377,0.00588462192941119,3.29583686600433,0,5.18128495187643,0.00586737516915152,797,6.68210859744981,15.3225907750928,"C","C06",0,0.0767112894521477,1.73205080756888
"C06C",2009,5,1.79175946922805,3,1.38629436111989,8,2.19722457733622,3,32,1.38629436111989,3.49650756146648,6,0,0,0.000525438169213359,1.94591014905531,0,0,0.000525300174914831,128,4.85981240436167,15.3225907750928,"C","C06",0,0.0229224381166873,1.73205080756888
"C06D",2009,9,2.30258509299405,3,1.38629436111989,8,2.19722457733622,5,55,1.79175946922805,4.02535169073515,10,0,3.58133274884189,0.00346330027190108,2.39789527279837,0,1.5219899489927,0.00345731685843967,102,4.63472898822964,15.1507446795159,"C","C06",0,0.0588498111458404,1.73205080756888
"C07B",2009,86,4.46590811865458,7,2.07944154167984,59,4.0943445622221,23,113,3.17805383034795,4.7361984483945,46,0,24.4647659405676,0.016884985283694,3.85014760171006,0,3.23729576887739,0.0167440185212636,429,6.06378520868761,15.3225906750927,"C","C07",0,0.129942238258751,2.64575131106459
"C07C",2009,5391,8.59267165259214,7,2.07944154167984,3441,8.14380797677148,102,527,4.63472898822964,6.26909628370626,204,0,1673.93803821245,0.0590268162507695,5.32300997913841,0,7.42353145146297,0.0573503885373539,4418,8.39366870513074,15.3225907750928,"C","C07",0,0.242954350137571,2.64575131106459
"C07D",2009,14417,9.57623270496452,7,2.07944154167984,1621,7.39141523467536,89,460,4.49980967033027,6.13339804299665,178,0,1059.45913792876,0.058712201931474,5.18738580584075,0,6.96645724231357,0.0570532656918014,7616,8.93813787037279,14.7161610492398,"C","C07",0,0.242306008863738,2.64575131106459
"C07F",2009,1158,7.05531284333975,7,2.07944154167984,528,6.2709884318583,65,364,4.18965474202643,5.89989735358249,130,0,208.426246231427,0.0445643929456967,4.87519732320115,0,5.3443716307512,0.0435999496553456,2575,7.85399308722424,15.2891610610125,"C","C07",0,0.211102801842365,2.64575131106459
"C07H",2009,763,6.63856778916652,7,2.07944154167984,105,4.66343909411207,41,246,3.73766961828337,5.50938833662798,82,0,78.6631684604092,0.0254511071861069,4.4188406077966,0,4.37780735176051,0.0251326203445717,2138,7.66809370908241,15.3225906750927,"C","C07",0,0.159534031435637,2.64575131106459
"C07J",2009,107,4.68213122712422,7,2.07944154167984,149,5.01063529409626,17,85,2.89037175789616,4.45434729625351,34,0,3.61784124335345,0.00955132414145162,3.55534806148941,0,1.5299273325487,0.00950599862890924,349,5.85793315448346,14.9463768957313,"C","C07",0,0.0977308760906788,2.64575131106459
"C07K",2009,5682,8.64523454129712,7,2.07944154167984,757,6.63068338564237,84,421,4.44265125649032,6.04500531403601,168,0,1830.37596576625,0.0537364793855501,5.12989871492307,0,7.51282285716623,0.0523423993007687,17935,9.79456514531194,15.3225907750928,"C","C07",0,0.231811301246402,2.64575131106459
"C08B",2009,176,5.17614973257383,7,2.07944154167984,148,5.00394630594546,57,286,4.06044301054642,5.65948221575962,114,0,268.981853511078,0.0373040514003093,4.74493212836325,0,5.5983547475215,0.0366250891650809,400,5.99396142730657,15.2163502939397,"C","C08",0,0.193142567551302,2.64575131106459
"C08C",2009,47,3.87120101090789,7,2.07944154167984,45,3.8286413964891,20,84,3.04452243772342,4.44265125649032,40,0,4.27386833249897,0.0163615199061585,3.71357206670431,0,1.66276412222297,0.0162291125442805,51,3.95124371858143,15.3225907750928,"C","C08",0,0.127912156991267,2.64575131106459
"C08F",2009,1637,7.40123126441302,7,2.07944154167984,1155,7.05272104923232,99,513,4.60517018598809,6.24222326545517,198,0,622.461852645374,0.0668176496112628,5.29330482472449,0,6.4352875806427,0.064680057631368,1314,7.18159194461187,15.3225907750928,"C","C08",0,0.258491101609442,2.64575131106459
"C08G",2009,2218,7.70481192293259,7,2.07944154167984,1623,7.39264752072162,108,561,4.69134788222914,6.33150184989369,216,0,1281.00186561038,0.0693174867383675,5.37989735354046,0,7.15617809271386,0.0670205820914108,2880,7.96589273508453,15.3225907750928,"C","C08",0,0.263282142839896,2.64575131106459
"C08H",2009,24,3.2188758248682,7,2.07944154167984,8,2.19722457733622,19,126,2.99573227355399,4.84418708645859,38,0,13.0034424966528,0.0135048041387963,3.66356164612965,0,2.63930319200668,0.0134144270454974,131,4.88280192258637,15.2981862771826,"C","C08",0,0.116210172269024,2.64575131106459
"C08J",2009,829,6.72142570079064,7,2.07944154167984,829,6.72142570079064,120,579,4.79579054559674,6.36302810354046,240,0,1414.61514269207,0.0734900951849528,5.48479693349065,0,7.25531944542742,0.0709151116382901,1279,7.15461535691366,15.3225907750928,"C","C08",0,0.271090566388712,2.64575131106459
"C08K",2009,797,6.68210859744981,7,2.07944154167984,329,5.79909265446053,95,495,4.56434819146784,6.20657592672493,190,0,443.928300739901,0.0659303837196216,5.25227342804663,0,6.0979131472519,0.0638480175319638,789,6.67203294546107,15.3225907750928,"C","C08",0,0.256769125323941,2.64575131106459
"C08L",2009,1574,7.36201055125973,7,2.07944154167984,463,6.13988455222626,134,692,4.90527477843843,6.5410299991899,268,0,2456.79202058526,0.0774035513452641,5.59471137960184,0,7.80701867327726,0.0745540274768553,1314,7.18159194461187,15.3225907750928,"C","C08",0,0.278214937315134,2.64575131106459
"C09B",2009,676,6.51767127291227,7,2.07944154167984,889,6.79122146272619,46,273,3.85014760171006,5.61312810638807,92,0,160.363073761787,0.0318918861481703,4.53259949315326,0,5.08365694255839,0.0313939000871723,377,5.93489419561959,15.3225906750927,"C","C09",0,0.178582995125993,2.64575131106459
"C09C",2009,326,5.78996017089725,7,2.07944154167984,192,5.26269018890489,51,293,3.95124371858143,5.68357976733868,102,0,54.7039889665347,0.0397986961722412,4.63472898822964,0,4.0200517595671,0.0390271330450161,157,5.06259503302697,15.3225907750928,"C","C09",0,0.19949610565683,2.64575131106459
"C09D",2009,1571,7.36010397298915,7,2.07944154167984,485,6.18620862390049,153,742,5.03695260241363,6.61069604471776,306,0,3720.11248272151,0.0905004115739288,5.7268477475872,0,8.22177795705434,0.0866366840771084,1208,7.09754885061479,15.3225907750928,"C","C09",0,0.300832863188065,2.64575131106459
"C09G",2009,63,4.15888308335967,7,2.07944154167984,11,2.484906649788,32,181,3.49650756146648,5.2040066870768,64,0,30.9202587109811,0.0243533352159983,4.17438726989564,0,3.46324087752937,0.0240615210217757,39,3.68887945411394,15.3225907750928,"C","C09",0,0.156055551698741,2.64575131106459
"C09J",2009,478,6.17170059741091,7,2.07944154167984,627,6.4425401664682,71,416,4.27666611901606,6.0330862217988,142,0,265.562150339671,0.0503184742221184,4.96284463025991,0,5.58560742594651,0.0490934269635919,296,5.6937321388027,15.3225907750928,"C","C09",0,0.224317797381569,2.64575131106459
"C09K",2009,2244,7.71646080017636,7,2.07944154167984,1010,6.91869521902047,142,710,4.96284463025991,6.56667242980324,284,0,2755.72540222819,0.0819507418234354,5.65248918026865,0,7.92179880585596,0.0787656542710173,1604,7.38087903556412,15.2838933458787,"C","C09",0,0.286270399838047,2.64575131106459
"C10B",2009,70,4.26267987704132,9,2.30258509299405,175,5.17048399503815,31,115,3.46573590279973,4.75359019110636,62,0,101.99412226856,0.0155816305811253,4.14313472639153,0,4.63467192124756,0.0154614834271547,72,4.29045944114839,14.9809593598313,"C","C10",0,0.124826401779132,3
"C10C",2009,5,1.79175946922805,9,2.30258509299405,29,3.40119738166216,6,34,1.94591014905531,3.55534806148941,12,0,0.333799082982386,0.00397659392649613,2.56494935746154,0,0.288031323693255,0.00396870817557444,13,2.63905732961526,14.2227130216203,"C","C10",0,0.0630602404570117,3
"C10F",2009,2,1.09861228866811,9,2.30258509299405,8,2.19722457733622,4,6,1.6094379124341,1.94591014905531,8,0,0,0.0020121910542338,2.19722457733622,0,0,0.00201016930945142,1,0.693147180559945,13.2804018795879,"C","C10",0,0.0448574526052673,3
"C10G",2009,977,6.88550967003482,9,2.30258509299405,487,6.19031540585315,63,320,4.15888308335967,5.77144112313002,126,0,512.455210315027,0.034314058428453,4.84418708645859,0,6.24116280125087,0.0337384615247101,699,6.5510803350434,14.6287918427694,"C","C10",0,0.185240542075575,3
"C10H",2009,4,1.6094379124341,9,2.30258509299405,13,2.63905732961526,2,2,1.09861228866811,1.09861228866811,4,0,0,0.00198703662497707,1.6094379124341,0,0,0.00198506507895994,1,0.693147180559945,15.1852412574789,"C","C10",0,0.0445761889911764,3
"C10J",2009,96,4.57471097850338,9,2.30258509299405,177,5.18178355029209,32,122,3.49650756146648,4.81218435537242,64,0,231.926830750271,0.0172877915337232,4.17438726989564,0,5.45072437313289,0.0171400578940096,167,5.12396397940326,14.7858878530508,"C","C10",0,0.131483046563894,3
