"cpc_subclass","year","appearance_count","appearance_count_log","alt_count","alt_log","group_count","group_log","yearly_degree","cumulative_degree","yearly_degree_log","cumulative_degree_log","degree","closeness","betweenness","eigenvector","degree_log","closeness_log","betweenness_log","eigenvector_log","funded_count","funded_log","log_economic_output","section","class","closeness_sqrt","eigenvector_sqrt","alt_sqrt"
"G02C",2013,673,6.51323011091231,2,1.09861228866811,133,4.89783979995091,68,435,4.23410650459726,6.07764224334903,136,0,76.6230048136193,0.0372328985676658,4.91998092582813,0,4.35186383703919,0.0365564928138107,79,4.38202663467388,15.5951579027971,"G","G02",0,0.19295828193593,1.4142135623731
"G02F",2013,4814,8.47949132423223,2,1.09861228866811,639,6.46146817635372,121,1048,4.80402104473326,6.9555926083963,242,0,463.089456868854,0.0613677710267325,5.49306144334055,0,6.14007732861967,0.0595584263630545,2072,7.63675211243578,15.5951578027971,"G","G02",0,0.247725192555647,1.4142135623731
"G03B",2013,2803,7.93880224815448,5,1.79175946922805,561,6.33150184989369,115,862,4.75359019110636,6.76041469108343,230,0,498.58939971884,0.0569676392905701,5.44241771052179,0,6.21378656048998,0.0554040908002939,254,5.54126354515843,15.5754292248167,"G","G03",0,0.23867894605635,2.23606797749979
"G03C",2013,48,3.89182029811063,5,1.79175946922805,517,6.24997524225948,30,315,3.43398720448515,5.75574221358691,60,0,7.55125741592211,0.0170315718912337,4.11087386417331,0,2.14607833832522,0.016888160725403,54,4.00733318523247,15.5951578027971,"G","G03",0,0.130505064619093,2.23606797749979
"G03D",2013,5,1.79175946922805,5,1.79175946922805,75,4.33073334028633,6,106,1.94591014905531,4.67282883446191,12,0,0,0.00390089673150829,2.56494935746154,0,0,0.00389330796278671,1,0.693147180559945,15.5951578027971,"G","G03",0,0.0624571591693722,2.23606797749979
"G03F",2013,5096,8.53640741034004,5,1.79175946922805,398,5.98896141688986,130,1090,4.87519732320115,6.99484998583307,260,0,1176.4545088465,0.0638193362562499,5.56452040732269,0,7.07111019146827,0.0618655797507073,1148,7.04664727784876,15.5951578027971,"G","G03",0,0.252624892392357,2.23606797749979
"G03G",2013,8960,9.10063710688422,5,1.79175946922805,1256,7.13648320859025,126,946,4.84418708645859,6.85329909318608,252,0,1044.72255836755,0.0611362937138012,5.53338948872752,0,6.95246336887597,0.0593403091705418,30,3.43398720448515,15.5441524453131,"G","G03",0,0.247257545312173,2.23606797749979
"G03H",2013,290,5.67332326717149,5,1.79175946922805,382,5.94803498918065,44,353,3.80666248977032,5.86929691313377,88,0,29.4173702729688,0.0234810215407279,4.48863636973214,0,3.41501383578893,0.0232095832416007,286,5.65948221575962,15.5951578027971,"G","G03",0,0.153235183755977,2.23606797749979
"G04B",2013,296,5.6937321388027,5,1.79175946922805,409,6.01615715969835,43,294,3.78418963391826,5.68697535633982,86,0,211.581637647653,0.0191248385815178,4.46590811865458,0,5.35932609175274,0.0189442576116381,1,0.693147180559945,15.5352471591245,"G","G04",0,0.138292583248408,2.23606797749979
"G04C",2013,65,4.18965474202643,5,1.79175946922805,164,5.10594547390058,29,159,3.40119738166216,5.07517381523383,58,0,18.9098116645573,0.0134842457228356,4.07753744390572,0,2.99121265869221,0.0133941423617073,6,1.94591014905531,15.4950259793612,"G","G04",0,0.116121684981039,2.23606797749979
"G04D",2013,18,2.94443897916644,5,1.79175946922805,108,4.69134788222914,7,42,2.07944154167984,3.76120011569356,14,0,1.07559771711777,0.00306377860095808,2.70805020110221,0,0.730249168644668,0.00305909479562327,1,0.693147180559945,15.5951578027971,"G","G04",0,0.0553514101081271,2.23606797749979
"G04F",2013,93,4.54329478227,5,1.79175946922805,75,4.33073334028633,50,331,3.93182563272433,5.80513496891649,100,0,76.4909057506341,0.024280339189986,4.61512051684126,0,4.35016058432071,0.0239902578897133,133,4.89783979995091,15.5573634318211,"G","G04",0,0.155821497842839,2.23606797749979
"G04G",2013,182,5.20948615284142,5,1.79175946922805,100,4.61512051684126,45,365,3.8286413964891,5.90263333340137,90,0,44.5784144320202,0.0213394535665954,4.51085950651685,0,3.81943423672762,0.0211149555877724,29,3.40119738166216,15.5951578027971,"G","G04",0,0.146080298351952,2.23606797749979
"G04R",2013,79,4.38202663467388,5,1.79175946922805,28,3.36729582998647,20,129,3.04452243772342,4.86753445045558,40,0,5.02614377229031,0.00940966172497458,3.71357206670431,0,1.79610729908435,0.00936566662873575,9,2.30258509299405,15.5951578027971,"G","G04",0,0.0970034108935072,2.23606797749979
"G05B",2013,1616,7.38832785957711,3,1.38629436111989,7241,8.88765269032559,233,1550,5.4553211153577,7.34665516317654,466,0,4640.65122399619,0.0926501350266088,6.1463292576689,0,8.44282544915513,0.0886060619111996,854,6.75110146893676,15.3382790446594,"G","G05",0,0.304384846907018,1.73205080756888
"G05D",2013,1487,7.30518821539304,3,1.38629436111989,606,6.4085287910595,208,1402,5.34233425196481,7.24636808010246,416,0,3970.69545524774,0.0841757097129169,6.0330862217988,0,8.28694834932719,0.0808199837127729,954,6.86171134048073,15.4022194677785,"G","G05",0,0.290130504623207,1.73205080756888
"G05F",2013,469,6.1527326947041,3,1.38629436111989,99,4.60517018598809,45,250,3.8286413964891,5.52545293913178,90,0,43.4563318274708,0.0217788775763092,4.51085950651685,0,3.79450740012717,0.0215451059219859,205,5.32787616878958,15.5951578027971,"G","G05",0,0.147576683714973,1.73205080756888
"G05G",2013,216,5.37989735354046,3,1.38629436111989,135,4.91265488573605,55,421,4.02535169073515,6.04500531403601,110,0,160.102237177268,0.025073231930423,4.70953020131233,0,5.08203917697209,0.0247640558240214,60,4.11087386417331,15.1810238683737,"G","G05",0,0.158345293363658,1.73205080756888
"G06C",2013,1,0.693147180559945,11,2.484906649788,28,3.36729582998647,3,19,1.38629436111989,2.99573227355399,6,0,0,0.00126565653584233,1.94591014905531,0,0,0.0012648562677809,6,1.94591014905531,14.8467461769593,"G","G06",0,0.0355760668967542,3.3166247903554
"G06E",2013,13,2.63905732961526,11,2.484906649788,11,2.484906649788,10,62,2.39789527279837,4.14313472639153,20,0,1.31136305658243,0.00563281239731535,3.04452243772342,0,0.837837418296761,0.00561700743272128,146,4.99043258677874,15.351628260458,"G","G06",0,0.0750520645773009,3.3166247903554
"G06F",2013,76639,11.2468744126447,11,2.484906649788,2860,7.95892649305011,306,2106,5.7268477475872,7.65302041380419,612,0,8408.90542863843,0.117704775235672,6.41836493593621,0,9.03716550779538,0.111277274777211,8650,9.06543020018037,15.073946070313,"G","G06",0,0.343081295374247,3.3166247903554
"G06G",2013,51,3.95124371858143,11,2.484906649788,99,4.60517018598809,28,142,3.36729582998647,4.96284463025991,56,0,117.59491437874,0.0112386313140721,4.04305126783455,0,4.77571360519516,0.0111759471163166,118,4.77912349311153,15.3233396162557,"G","G06",0,0.106012411132245,3.3166247903554
"G06J",2013,5,1.79175946922805,11,2.484906649788,4,1.6094379124341,5,29,1.79175946922805,3.40119738166216,10,0,0.154389425615585,0.00232964399944612,2.39789527279837,0,0.14357156836591,0.00232693458602717,37,3.63758615972639,15.4036989394399,"G","G06",0,0.0482663858129663,3.3166247903554
"G06K",2013,4546,8.42222295382501,11,2.484906649788,592,6.38519439899773,161,1272,5.08759633523238,7.14913159855741,322,0,1510.34152230583,0.072284932680919,5.77765232322266,0,7.32075296076084,0.0697918227425729,339,5.82894561761021,15.2874052021364,"G","G06",0,0.268858573753784,3.3166247903554
"G06M",2013,40,3.71357206670431,11,2.484906649788,80,4.39444915467244,17,87,2.89037175789616,4.47733681447821,34,0,3.78411753328249,0.0102518853057706,3.55534806148941,0,1.56530158434037,0.0101996911521563,7,2.07944154167984,15.1829168475183,"G","G06",0,0.101251594090022,3.3166247903554
"G06N",2013,1200,7.09090982207998,11,2.484906649788,83,4.43081679884331,77,466,4.35670882668959,6.1463292576689,154,0,191.503075296336,0.0373703521657951,5.04342511691925,0,5.26011212916561,0.0366890035464357,2319,7.74932246466036,14.9354623241943,"G","G06",0,0.193314128210524,3.3166247903554
"G06Q",2013,33662,10.424154590333,11,2.484906649788,379,5.94017125272043,249,1846,5.52146091786225,7.52131798019924,498,0,6295.00682763391,0.0982547923681009,6.21260609575152,0,8.7476708745366,0.0937223675046601,947,6.85435450225502,14.5817060421556,"G","G06",0,0.313456204864573,3.3166247903554
"G06T",2013,8293,9.02328764080633,11,2.484906649788,451,6.11368217983223,153,1064,5.03695260241363,6.97073007814353,306,0,1326.57226933754,0.0666943962371864,5.7268477475872,0,7.19110719181322,0.064564517272031,3282,8.09651291750159,15.1365883175722,"G","G06",0,0.258252582246889,3.3166247903554
"G06V",2013,4977,8.51278348292754,11,2.484906649788,435,6.07764224334903,134,962,4.90527477843843,6.87005341179813,268,0,1071.03010029871,0.0573459111539728,5.59471137960184,0,6.97730941987341,0.0557619108287938,2026,7.614312146452,NA,"G","G06",0,0.239470063168599,3.3166247903554
"G07B",2013,159,5.07517381523383,4,1.6094379124341,157,5.06259503302697,31,275,3.46573590279973,5.62040086571715,62,0,29.3095528475524,0.0149604767525141,4.14313472639153,0,3.41146293832323,0.0148496725755171,7,2.07944154167984,14.5954484188111,"G","G07",0,0.12231302773014,2
"G07C",2013,890,6.79234442747081,4,1.6094379124341,209,5.34710753071747,127,977,4.85203026391962,6.88550967003482,254,0,801.097659320357,0.0532122705816301,5.54126354515843,0,6.68723037017931,0.0518447993332852,144,4.97673374242057,14.9786847463056,"G","G07",0,0.230677850218936,2
"G07D",2013,663,6.49828214947643,4,1.6094379124341,127,4.85203026391962,53,421,3.98898404656427,6.04500531403601,106,0,74.392577250401,0.0276823225957464,4.67282883446191,0,4.32270882521299,0.0273060945626887,24,3.2188758248682,15.5552138465454,"G","G07",0,0.166380054681282,2
"G07F",2013,6476,8.77601271918292,4,1.6094379124341,255,5.54517744447956,111,940,4.71849887129509,6.84694313958538,222,0,800.295599721939,0.0483133811662022,5.40717177146012,0,6.68622991734493,0.0471825690292852,26,3.29583686600433,14.2784364618669,"G","G07",0,0.219803050857358,2
"G07G",2013,254,5.54126354515843,4,1.6094379124341,22,3.13549421592915,34,306,3.55534806148941,5.7268477475872,68,0,22.9242632005733,0.0151858865452917,4.23410650459726,0,3.17489314065052,0.0150717351792575,5,1.79175946922805,14.5655390728965,"G","G07",0,0.12323102914969,2
"G08B",2013,2045,7.62364194651157,2,1.09861228866811,348,5.85507192220243,156,1191,5.05624580534831,7.0833878476253,312,0,1394.96911049621,0.0657681614802172,5.74620319054015,0,7.2413441559258,0.0636958175503268,462,6.13772705408623,15.4219260405973,"G","G08",0,0.256453039522282,1.4142135623731
"G08C",2013,394,5.97888576490112,2,1.09861228866811,77,4.35670882668959,93,525,4.54329478227,6.26530121273771,186,0,206.209554088169,0.0478038208138969,5.23110861685459,0,5.33373061978641,0.0466963744960199,91,4.52178857704904,15.5770774482903,"G","G08",0,0.218640848914143,1.4142135623731
"G08G",2013,1978,7.59034694560257,2,1.09861228866811,142,4.96284463025991,78,661,4.36944785246702,6.49526555593701,156,0,188.518049843672,0.035999093260469,5.05624580534831,0,5.24448426982118,0.0353662686057008,350,5.86078622346587,15.1402968670064,"G","G08",0,0.189734270126588,1.4142135623731
"G09B",2013,1325,7.18992217074581,4,1.6094379124341,245,5.50533153593236,115,787,4.75359019110636,6.66949808985788,230,0,973.019370529621,0.0475517031248071,5.44241771052179,0,6.88143119105219,0.0464557301877619,511,6.23832462503951,15.3338375631552,"G","G09",0,0.218063530020054,2
"G09C",2013,68,4.23410650459726,4,1.6094379124341,12,2.56494935746154,19,117,2.99573227355399,4.77068462446567,38,0,1.7409615493259,0.00986806644105091,3.66356164612965,0,1.00830878924922,0.00981969503459284,80,4.39444915467244,14.7145048185733,"G","G09",0,0.0993381419246953,2
"G09D",2013,6,1.94591014905531,4,1.6094379124341,8,2.19722457733622,4,14,1.6094379124341,2.70805020110221,8,0,0.416167797242035,0.00156933332223731,2.19722457733622,0,0.347954489127997,0.00156810320550644,0,0,14.7553759469623,"G","G09",0,0.039614811904606,2
"G09F",2013,1146,7.04490511712937,4,1.6094379124341,416,6.0330862217988,169,1314,5.13579843705026,7.18159194461187,338,0,2148.6087994904,0.0710154997551069,5.82600010738045,0,7.67304115084073,0.0686072635878806,68,4.23410650459726,15.4580345410586,"G","G09",0,0.266487335074496,2
"G09G",2013,4772,8.4707303170059,4,1.6094379124341,453,6.11809719804135,92,669,4.53259949315326,6.50727771238501,184,0,226.524185138987,0.0440408986378484,5.22035582507832,0,5.42725654104392,0.0430986636335969,255,5.54517744447956,15.5041737537565,"G","G09",0,0.209859235293204,2
"G10B",2013,3,1.38629436111989,7,2.07944154167984,14,2.70805020110221,0,5,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,15.5951578027971,"G","G10",0,0,2.64575131106459
"G10C",2013,36,3.61091791264422,7,2.07944154167984,33,3.52636052461616,4,41,1.6094379124341,3.73766961828337,8,0,0.342468380564165,0.000676324463119731,2.19722457733622,0,0.294509994471123,0.000676095858798109,0,0,15.5746866003114,"G","G10",0,0.026006238926837,2.64575131106459
"G10D",2013,243,5.4971682252932,7,2.07944154167984,85,4.45434729625351,18,121,2.94443897916644,4.80402104473326,36,0,129.027244426797,0.00854382173127912,3.61091791264422,0,4.86774400101215,0.00850752985410006,2,1.09861228866811,14.4193348693123,"G","G10",0,0.0924327957560471,2.64575131106459
"G10F",2013,8,2.19722457733622,7,2.07944154167984,16,2.83321334405622,6,32,1.94591014905531,3.49650756146648,12,0,4.74813535936429,0.0017852683998217,2.56494935746154,0,1.74887551688945,0.0017836767023152,0,0,15.5951578027971,"G","G10",0,0.0422524366140191,2.64575131106459
"G10G",2013,50,3.93182563272433,7,2.07944154167984,11,2.484906649788,20,111,3.04452243772342,4.71849887129509,40,0,127.910875414486,0.0057011317833691,3.71357206670431,0,4.8591212773286,0.00568494183643153,2,1.09861228866811,14.1251402632583,"G","G10",0,0.0755058393991425,2.64575131106459
"G10H",2013,499,6.21460809842219,7,2.07944154167984,618,6.4281052726846,42,328,3.76120011569356,5.79605775076537,84,0,358.306405190679,0.0192920833064437,4.44265125649032,0,5.88417552082024,0.0191083503676446,24,3.2188758248682,15.0787812283571,"G","G10",0,0.138895944168445,2.64575131106459
"G10K",2013,518,6.25190388316589,7,2.07944154167984,255,5.54517744447956,106,654,4.67282883446191,6.48463523563525,212,0,1583.34352334007,0.0474949351815543,5.36129216570943,0,7.3679254196568,0.0464015376535922,519,6.25382881157547,15.5951578027971,"G","G10",0,0.217933327376871,2.64575131106459
"G10L",2013,2886,7.96797317966293,7,2.07944154167984,235,5.46383180502561,66,480,4.20469261939097,6.17586727010576,132,0,149.981375736944,0.029554638931261,4.89034912822175,0,5.01715648971755,0.0291263193471726,364,5.89989735358249,15.5951578027971,"G","G10",0,0.171914626868283,2.64575131106459
"G11B",2013,10153,9.22562299550734,1,0.693147180559945,1837,7.51643330291563,163,1444,5.0998664278242,7.27586460054653,326,0,1130.71348086353,0.0770389055345557,5.78996017089725,0,7.0314881179479,0.0742155215093129,548,6.30809844150953,15.5035232013139,"G","G11",0,0.277558832564478,1
"G11C",2013,12629,9.44383021534454,1,0.693147180559945,655,6.48616078894409,77,748,4.35670882668959,6.61873898351722,154,0,188.619890906349,0.037721045085802,5.04342511691925,0,5.24502149416188,0.0370270059340029,1435,7.26961674960817,15.5951578027971,"G","G11",0,0.194219064681617,1
"G12B",2013,3,1.38629436111989,0,0,29,3.40119738166216,4,58,1.6094379124341,4.07753744390572,8,0,0.0681096681096681,0.00211316062191405,2.19722457733622,0,0.0658904207621523,0.0021109310384332,30,3.43398720448515,14.9438165181268,"G","G12",0,0.0459691268343662,0
"G16B",2013,708,6.56385552653213,4,1.6094379124341,37,3.63758615972639,38,285,3.66356164612965,5.65599181081985,76,0,61.602551964086,0.0175927133743448,4.34380542185368,0,4.13680604347459,0.0174397529789725,850,6.74641212857337,NA,"G","G16",0,0.132637526267436,2
"G16C",2013,86,4.46590811865458,4,1.6094379124341,15,2.77258872223978,31,178,3.46573590279973,5.18738580584075,62,0,13.1908340394601,0.0166298734435807,4.14313472639153,0,2.65259626600987,0.0164931112408404,153,5.03695260241363,NA,"G","G16",0,0.128956866601126,2
"G16H",2013,3488,8.15737044118677,4,1.6094379124341,35,3.58351893845611,115,795,4.75359019110636,6.67959918584438,230,0,889.029138966641,0.0535455087703603,5.44241771052179,0,6.79125420260219,0.0521611510228581,1225,7.11151211649616,NA,"G","G16",0,0.231399024998725,2
"G16Z",2013,279,5.63478960316925,4,1.6094379124341,1,0.693147180559945,90,459,4.51085950651685,6.13122648948314,180,0,195.359148001798,0.0443093044312894,5.19849703126583,0,5.27994537022035,0.0433557141939143,165,5.11198778835654,NA,"G","G16",0,0.210497753981579,2
"G21B",2013,20,3.04452243772342,7,2.07944154167984,21,3.09104245335832,10,63,2.39789527279837,4.15888308335967,20,0,5.15390897946475,0.00417339693328203,3.04452243772342,0,1.81708748632325,0.00416471246640096,178,5.18738580584075,15.3641182397567,"G","G21",0,0.0646018338229034,2.64575131106459
"G21C",2013,340,5.83188247728352,7,2.07944154167984,309,5.73657229747919,48,256,3.89182029811063,5.54907608489522,96,0,113.513237604505,0.0221465004935738,4.57471097850338,0,4.74069042857813,0.0219048283709297,700,6.55250788703459,15.3229158935871,"G","G21",0,0.148817003375198,2.64575131106459
"G21D",2013,36,3.61091791264422,7,2.07944154167984,34,3.55534806148941,15,78,2.77258872223978,4.36944785246702,30,0,13.2530225044855,0.00731511571644166,3.43398720448515,0,2.65696898980138,0.00728849002529749,100,4.61512051684126,15.491620794597,"G","G21",0,0.0855284497488506,2.64575131106459
"G21F",2013,193,5.26785815906333,7,2.07944154167984,92,4.53259949315326,58,389,4.07753744390572,5.96614673912369,116,0,213.35168899,0.0258390211170414,4.76217393479776,0,5.3676180726024,0.0255108349425032,415,6.03068526026126,15.4495030845227,"G","G21",0,0.160745205580264,2.64575131106459
"G21G",2013,36,3.61091791264422,7,2.07944154167984,32,3.49650756146648,18,112,2.94443897916644,4.72738781871234,36,0,23.9468645579053,0.00792731364811236,3.61091791264422,0,3.21674814527868,0.00789605757308463,165,5.11198778835654,14.7722109409377,"G","G21",0,0.0890354628679627,2.64575131106459
"G21H",2013,11,2.484906649788,7,2.07944154167984,14,2.70805020110221,9,42,2.30258509299405,3.76120011569356,18,0,3.21696197712812,0.00439791091796069,2.94443897916644,0,1.43911495815468,0.00438826836878396,72,4.29045944114839,15.5951579027971,"G","G21",0,0.0663167468891583,2.64575131106459
"G21K",2013,243,5.4971682252932,7,2.07944154167984,42,3.76120011569356,60,390,4.11087386417331,5.96870755998537,120,0,68.3304316761676,0.0336377391099254,4.79579054559674,0,4.23888393933293,0.0330843656763971,474,6.16331480403464,15.4485131191027,"G","G21",0,0.183405940770536,2.64575131106459
"H01B",2013,834,6.72743172485086,13,2.63905732961526,502,6.22059017009974,117,811,4.77068462446567,6.69950034016168,234,0,541.958803767954,0.0580353413852997,5.45958551414416,0,6.29703344922517,0.0564137368340677,971,6.87935580446044,15.4954492285267,"H","H01",0,0.240905253959518,3.60555127546399
"H01C",2013,350,5.86078622346587,13,2.63905732961526,178,5.18738580584075,56,428,4.04305126783455,6.06145691892802,112,0,71.6342314272428,0.0308616198722621,4.72738781871234,0,4.28543631796843,0.0303949766980501,108,4.69134788222914,15.5951578027971,"H","H01",0,0.175674755933407,3.60555127546399
"H01F",2013,1949,7.57558465155779,13,2.63905732961526,575,6.35610766069589,167,1214,5.12396397940326,7.10249935577465,334,0,1817.65580896553,0.0747650572454602,5.81413053182507,0,7.50585294069378,0.0721020862942168,1189,7.08170858610557,15.5951578027971,"H","H01",0,0.273431997479191,3.60555127546399
"H01G",2013,1966,7.58426481838906,13,2.63905732961526,225,5.42053499927229,107,839,4.68213122712422,6.73340189183736,214,0,345.446927600069,0.0526612124231411,5.37063802812766,0,5.84772963979931,0.0513214457932801,974,6.88243747099785,15.5951578027971,"H","H01",0,0.229480309445366,3.60555127546399
"H01H",2013,1642,7.40427911803727,13,2.63905732961526,2250,7.71912984090673,125,1060,4.83628190695148,6.96696713861398,250,0,832.961092775485,0.0550071452269658,5.52545293913178,0,6.7261867499222,0.0535475396320768,282,5.64544689764324,15.5951578027971,"H","H01",0,0.234536021171516,3.60555127546399
"H01J",2013,4438,8.39818440483404,13,2.63905732961526,2192,7.69302574841789,158,1253,5.06890420222023,7.13409372119287,316,0,1511.17993983235,0.0695958989837142,5.75890177387728,0,7.32130755748423,0.0672809126394148,3087,8.03527891114467,15.5951578027971,"H","H01",0,0.263810346619905,3.60555127546399
"H01K",2013,61,4.12713438504509,13,2.63905732961526,75,4.33073334028633,19,144,2.99573227355399,4.97673374242057,38,0,3.18619315009137,0.0118221570007936,3.66356164612965,0,1.43179176488271,0.0117528212332729,12,2.56494935746154,15.5951578027971,"H","H01",0,0.108729742944576,3.60555127546399
"H01L",2013,66756,11.108814439678,13,2.63905732961526,7015,8.85594853405202,257,2069,5.55295958492162,7.63530388625941,514,0,4874.53545742505,0.107470680808903,6.24416690066374,0,8.49198521482078,0.102078749276484,8167,9.0079793598445,15.5951578027971,"H","H01",0,0.327827211818823,3.60555127546399
"H01M",2013,13903,9.53993184750517,13,2.63905732961526,1094,6.9985096422506,223,1687,5.41164605185504,7.4312996751559,446,0,3452.95977945771,0.0948036829483523,6.10255859461357,0,8.14727661401164,0.0905750622163175,4497,8.41138813251926,15.5951578027971,"H","H01",0,0.30790206713881,3.60555127546399
"H01P",2013,604,6.40522845803084,13,2.63905732961526,201,5.30826769740121,56,387,4.04305126783455,5.96100533962327,112,0,60.8910498528372,0.0303420025334043,4.72738781871234,0,4.12537557881369,0.0298907884226006,832,6.72503364216684,15.5951578027971,"H","H01",0,0.174189559197457,3.60555127546399
"H01Q",2013,4983,8.51398806046729,13,2.63905732961526,429,6.06378520868761,147,1126,4.99721227376411,7.02731451403978,294,0,929.938419467738,0.0670757536501083,5.68697535633982,0,6.83619313058646,0.0649219666599161,2224,7.70751219460034,15.5951578027971,"H","H01",0,0.258989871713371,3.60555127546399
"H01R",2013,4609,8.43598313599069,13,2.63905732961526,807,6.69456205852109,160,1147,5.08140436498446,7.04577657687951,320,0,1591.26858206774,0.072785906843272,5.77144112313002,0,7.37291505950383,0.0702589161011982,576,6.3578422665081,15.5951578027971,"H","H01",0,0.269788633643584,3.60555127546399
"H01S",2013,1837,7.51643330291563,13,2.63905732961526,850,6.74641212857337,71,550,4.27666611901606,6.31173480915291,142,0,106.851495241138,0.0380002226661955,4.96284463025991,0,4.68075523682008,0.0372959992583131,2648,7.88193748927207,15.5951578027971,"H","H01",0,0.194936458022084,3.60555127546399
"H01T",2013,288,5.66642668811243,13,2.63905732961526,75,4.33073334028633,40,276,3.71357206670431,5.62401750618734,80,0,56.7932689768066,0.0198722464362613,4.39444915467244,0,4.05687231520861,0.0196773708600191,58,4.07753744390572,15.5951578027971,"H","H01",0,0.140968955576259,3.60555127546399
"H02B",2013,150,5.01727983681492,8,2.19722457733622,99,4.60517018598809,24,146,3.2188758248682,4.99043258677874,48,0,6.85953006054148,0.0122689090485263,3.89182029811063,0,2.06172681591852,0.012194255971542,12,2.56494935746154,14.9182115722416,"H","H02",0,0.110765107540806,2.82842712474619
"H02G",2013,774,6.65286302935335,8,2.19722457733622,229,5.4380793089232,107,724,4.68213122712422,6.58617165485467,214,0,549.753406741851,0.0487410703412679,5.37063802812766,0,6.31128717130445,0.0475904641897452,167,5.12396397940326,14.5398890726935,"H","H02",0,0.220773799037087,2.82842712474619
"H02H",2013,579,6.36302810354046,8,2.19722457733622,233,5.4553211153577,66,430,4.20469261939097,6.06610809010375,132,0,111.627340061766,0.0299899989566723,4.89034912822175,0,4.72408449317562,0.0295490924436009,200,5.30330490805908,15.4823900729239,"H","H02",0,0.173176207825071,2.82842712474619
"H02J",2013,3695,8.21500643276157,8,2.19722457733622,271,5.605802066296,151,984,5.02388052084628,6.89264164117209,302,0,1257.94750785483,0.065754923331021,5.71373280550937,0,7.13803133965237,0.0636833962453072,920,6.82546003625531,15.4337879926271,"H","H02",0,0.256427228138942,2.82842712474619
"H02K",2013,3026,8.01532730902172,8,2.19722457733622,586,6.3750248198281,201,1406,5.30826769740121,7.24921505711439,402,0,2632.48719438128,0.0833003481309511,5.99893656194668,0,7.87606417632619,0.0800122593308683,711,6.56807791141198,15.0192382077037,"H","H02",0,0.288617996893733,2.82842712474619
"H02M",2013,2665,7.88833450073865,8,2.19722457733622,350,5.86078622346587,80,582,4.39444915467244,6.36818718635049,160,0,269.671519627639,0.0373047739838173,5.08140436498446,0,5.6009059809916,0.0366257857624337,685,6.53087762772588,15.5951578027971,"H","H02",0,0.193144438138449,2.82842712474619
"H02N",2013,375,5.92958914338989,8,2.19722457733622,79,4.38202663467388,76,600,4.34380542185368,6.39859493453521,152,0,335.169124852955,0.0363235509964405,5.03043792139244,0,5.81761438110286,0.0356794029909491,444,6.09807428216624,15.561205010511,"H","H02",0,0.190587384148166,2.82842712474619
"H02P",2013,1673,7.42297125104942,8,2.19722457733622,428,6.06145691892802,118,757,4.77912349311153,6.63068338564237,236,0,531.069960471048,0.0537414639614821,5.46806014113513,0,6.27677498534049,0.052347129671445,274,5.61677109766657,15.5951578027971,"H","H02",0,0.231822052362328,2.82842712474619
"H02S",2013,558,6.3261494731551,8,2.19722457733622,39,3.68887945411394,96,383,4.57471097850338,5.95064255258773,192,0,316.320641079391,0.0482736492378717,5.26269018890489,0,5.75991274872481,0.0471446674990753,385,5.95583736946483,14.9706524248764,"H","H02",0,0.219712651519824,2.82842712474619
"H03B",2013,365,5.90263333340137,9,2.30258509299405,230,5.44241771052179,45,333,3.8286413964891,5.8111409929767,90,0,51.9038780008415,0.0201652530853401,4.51085950651685,0,3.96847664432179,0.0199646270022836,305,5.72358510195238,15.5644131928712,"H","H03",0,0.142004412203777,3
"H03C",2013,121,4.80402104473326,9,2.30258509299405,95,4.56434819146784,24,191,3.2188758248682,5.25749537202778,48,0,7.32606944659721,0.0108320100462674,3.89182029811063,0,2.11939148966968,0.0107737640620074,62,4.14313472639153,15.5951578027971,"H","H03",0,0.104076942913728,3
"H03D",2013,410,6.01859321449623,9,2.30258509299405,155,5.04985600724954,25,250,3.25809653802148,5.52545293913178,50,0,7.75466430649738,0.0098964700005391,3.93182563272433,0,2.16958662194129,0.00984782064921533,151,5.02388052084628,15.5951578027971,"H","H03",0,0.0994810032143781,3
"H03F",2013,3316,8.10681603894705,9,2.30258509299405,1072,6.9782137426307,54,453,4.00733318523247,6.11809719804135,108,0,60.9230549454342,0.0263265909083285,4.69134788222914,0,4.12589256503851,0.0259860108226604,512,6.24027584517077,15.5951578027971,"H","H03",0,0.162254709972711,3
"H03G",2013,665,6.50128967054039,9,2.30258509299405,146,4.99043258677874,48,341,3.89182029811063,5.8348107370626,96,0,59.200390694408,0.0203512521939231,4.57471097850338,0,4.09767884223405,0.0201469329122008,131,4.88280192258637,15.5951578027971,"H","H03",0,0.142657815046786,3
"H03H",2013,1698,7.43779512167193,9,2.30258509299405,767,6.64378973314767,78,591,4.36944785246702,6.38350663488401,156,0,321.585172638532,0.0344279321838492,5.05624580534831,0,5.77636720257199,0.0338485513822448,762,6.63725803128446,15.5638982739217,"H","H03",0,0.185547654751682,3
"H03J",2013,126,4.84418708645859,9,2.30258509299405,144,4.97673374242057,26,254,3.29583686600433,5.54126354515843,52,0,6.35254782131935,0.0112976124768305,3.97029191355212,0,1.99504689551454,0.0112342710775868,36,3.61091791264422,15.4156267285338,"H","H03",0,0.106290227569756,3
"H03K",2013,3238,8.08301991917133,9,2.30258509299405,833,6.72623340235875,104,800,4.65396035015752,6.68586094706836,208,0,441.52307287027,0.0464280911120169,5.34233425196481,0,6.09249260516834,0.0453825468421313,1327,7.19142933003638,15.5951578027971,"H","H03",0,0.215471787276239,3
